AIRPORT,DATE,PHASE,N_VALID,N_M88M60,N_M60M55,N_M55M50,N_M50M45,N_M45M40,N_M40M35,N_M35M30,N_M30M25,N_M25M20,N_M20M15,N_M15M10,N_M10M05,N_M05M00,N_P00P05,N_P05P10,N_P10P15,N_P15P20,N_P20P25,N_P25P30,N_P30P35,N_P35P40,N_P40P45,N_P45P50,N_P50P55,N_P55P60,N_P60P88,EARLY_M15M05,EARLY_M05M00,LATE_P00P05,LATE_P05P15,WITHIN_M05P05,WITHIN_M15P15
EGLL,2021-05-01T00:00:00Z,ARR,5779,130,12,25,34,38,37,45,76,118,146,170,296,255,486,584,687,692,620,459,327,207,125,72,45,40,48,0.08063678837169061,0.04412528119051739,0.08409759473957432,0.2199342446790102,0.1282228759300917,0.4287939089807925
EGLL,2021-06-01T00:00:00Z,ARR,6771,165,25,26,33,31,42,72,67,104,155,187,288,270,546,778,882,932,768,566,343,178,138,79,41,25,28,0.07015211933244721,0.03987594151528578,0.08063801506424458,0.24516319598286812,0.12051395657953036,0.43582927189484566
EGLL,2021-07-01T00:00:00Z,ARR,8349,248,43,36,48,57,83,111,135,169,234,295,449,405,797,919,1126,1041,866,527,334,196,93,59,33,16,24,0.08911246855910887,0.04850880344951491,0.09546053419571206,0.24493951371421727,0.143969337645227,0.4780213199185531
EGLL,2021-08-01T00:00:00Z,ARR,9694,357,58,69,88,118,148,178,245,322,393,520,665,597,999,1110,1166,971,720,427,222,114,72,49,27,15,32,0.12224056117185889,0.06158448524860738,0.10305343511450382,0.23478440272333403,0.1646379203631112,0.5216628842583041
EGLL,2021-09-01T00:00:00Z,ARR,10811,396,72,79,105,137,146,194,227,282,409,538,685,629,1120,1308,1390,1166,854,455,241,142,94,55,40,17,24,0.11312552030339468,0.05818148182406808,0.10359818703172696,0.24956063268892795,0.16177966885579503,0.5244658218481176
EGLL,2021-10-01T00:00:00Z,ARR,12164,421,80,90,111,140,167,236,272,401,479,646,863,790,1386,1453,1489,1268,892,451,251,127,68,35,17,6,10,0.12405458730680698,0.06494574153239066,0.11394278197961195,0.24186122985859915,0.17888852351200263,0.5448043406774088
EGLL,2021-11-01T00:00:00Z,ARR,12009,460,70,81,113,136,171,219,277,349,424,534,752,654,1186,1335,1477,1305,1068,661,344,184,81,54,21,20,12,0.10708635190273962,0.05445915563327504,0.09875926388541928,0.23415771504704805,0.1532184195186943,0.4944624864684819
EGLL,2021-12-01T00:00:00Z,ARR,12540,821,118,137,171,170,229,250,331,409,519,644,814,736,1207,1292,1313,1179,974,587,306,162,71,39,21,14,12,0.11626794258373206,0.05869218500797448,0.09625199362041469,0.2077352472089314,0.15494417862838916,0.4789473684210526
EHAM,2019-01-01T00:00:00Z,ARR,19258,838,79,107,133,173,226,275,366,497,650,895,1271,1854,2427,2775,2556,1905,1037,534,253,145,84,50,38,25,60,0.11247273860213935,0.0962716793021082,0.12602554782428085,0.27682002284764773,0.22229722712638905,0.6115899885761761
EHAM,2019-02-01T00:00:00Z,ARR,18270,820,109,135,144,186,225,246,362,454,622,977,1390,1933,2602,2666,2361,1472,808,350,183,83,44,23,20,5,49,0.12955665024630542,0.10580186097427476,0.14241926655719758,0.2751505199781062,0.24822112753147235,0.652928297755884
EHAM,2019-03-01T00:00:00Z,ARR,20644,2632,301,283,344,365,402,473,583,749,917,1193,1507,1820,2127,2220,1800,1164,716,405,249,131,81,46,39,19,77,0.13078860685913582,0.08816120906801007,0.10303235807014144,0.19472970354582445,0.19119356713815153,0.5167118775431118
EHAM,2019-04-01T00:00:00Z,ARR,21771,966,153,172,219,264,334,426,570,740,1013,1313,1732,2278,2844,2916,2406,1641,909,403,191,84,62,33,26,18,57,0.1398649579716136,0.10463460566809056,0.13063249276560562,0.24445363097698777,0.2352670984336962,0.6195856873822976
EHAM,2019-05-01T00:00:00Z,ARR,23253,1682,282,368,433,556,659,825,1069,1253,1705,2076,2440,2610,2505,1926,1244,714,383,202,110,59,55,17,18,3,53,0.19421149959145056,0.11224358147335828,0.10772803509224615,0.1363264955059562,0.21997161656560443,0.5505096116630113
EHAM,2019-06-01T00:00:00Z,ARR,22633,1759,255,322,398,434,539,683,852,1084,1441,1832,2303,2631,2766,2208,1398,846,405,212,89,49,35,17,8,13,51,0.18269783060133432,0.11624618919277162,0.12221093094154552,0.15932487960058322,0.2384571201343171,0.5804798303362347
EHAM,2019-07-01T00:00:00Z,ARR,23210,1353,173,213,228,307,354,485,645,806,1132,1522,1988,2519,3033,2984,2318,1360,771,376,232,126,72,57,42,27,83,0.15122791900043084,0.1085308056872038,0.13067643257216716,0.22843601895734597,0.23920723825937096,0.6188711762171478
EHAM,2019-08-01T00:00:00Z,ARR,23327,1171,165,233,264,285,364,457,586,767,1070,1532,1958,2480,3180,3140,2486,1523,807,390,186,97,52,34,18,16,64,0.1496120375530501,0.10631457109786942,0.13632271616581643,0.241179748788957,0.24263728726368583,0.633429073605693
EHAM,2019-09-01T00:00:00Z,ARR,22885,1660,264,295,306,395,516,619,858,1039,1462,1781,2202,2525,2632,2260,1626,1010,539,332,170,118,73,51,52,17,78,0.17404413371203845,0.11033428009613284,0.11500983176753332,0.16980554948656326,0.22534411186366615,0.5691937950622679
EHAM,2019-10-01T00:00:00Z,ARR,23040,1210,195,219,241,332,447,568,715,994,1313,1781,2315,2832,3021,2607,1792,1146,577,294,146,90,54,30,24,16,76,0.17777777777777778,0.12291666666666666,0.13111979166666668,0.19092881944444445,0.2540364583333333,0.6227430555555555
EHAM,2019-11-01T00:00:00Z,ARR,19661,675,86,101,100,137,168,246,346,449,629,874,1532,2199,2941,3055,2561,1593,868,480,217,146,79,45,29,25,80,0.12237424342607192,0.11184578607395353,0.14958547378058085,0.2856416255531255,0.26143125985453436,0.6694471288337318
EHAM,2019-12-01T00:00:00Z,ARR,19887,1081,124,136,179,220,275,320,406,536,772,1049,1451,2043,2692,2791,2406,1548,869,424,232,118,58,35,35,13,70,0.12571026298587015,0.1027304269120531,0.135364811183185,0.2613264946950269,0.23809523809523808,0.6251319957761352
EHAM,2020-01-01T00:00:00Z,ARR,19434,597,76,88,108,164,192,259,328,452,628,866,1274,1838,2733,2986,2708,1901,1064,545,268,142,75,44,24,19,54,0.11011629103632808,0.094576515385407,0.14062982401975918,0.29299166409385613,0.2352063394051662,0.6383142945353504
EHAM,2020-02-01T00:00:00Z,ARR,18217,1460,131,143,188,226,235,312,380,522,674,908,1241,1588,2195,2391,2039,1465,868,436,266,153,120,81,62,35,92,0.117966734368996,0.08717132348904869,0.1204918482735906,0.2431794477685678,0.2076631717626393,0.5688093539002032
EHAM,2020-03-01T00:00:00Z,ARR,13253,523,55,52,73,95,117,127,142,177,243,368,536,877,1351,1780,1975,1737,1268,743,396,228,136,79,54,31,90,0.06821097110088283,0.06617369652154229,0.10193918358107598,0.2833320757564325,0.16811288010261827,0.5196559269599336
EHAM,2020-04-01T00:00:00Z,ARR,2471,306,17,26,19,22,23,37,33,36,65,64,108,121,167,178,208,217,200,166,116,91,64,49,26,17,95,0.06960744637798462,0.04896802913800081,0.06758397409955484,0.15621205989477943,0.11655200323755564,0.3423715095103197
EHAM,2020-05-01T00:00:00Z,ARR,3365,368,20,21,25,27,36,35,50,64,94,111,173,187,286,268,280,307,282,212,142,100,70,45,35,20,107,0.08439821693907876,0.05557206537890044,0.0849925705794948,0.16285289747399703,0.14056463595839525,0.38781575037147104
EHAM,2020-06-01T00:00:00Z,ARR,4610,304,20,19,25,35,37,42,61,67,99,121,193,252,372,502,491,523,441,302,197,127,96,63,45,41,134,0.06811279826464209,0.05466377440347071,0.08069414316702819,0.21540130151843817,0.13535791757049892,0.4188720173535791
EHAM,2020-07-01T00:00:00Z,ARR,8586,348,20,24,28,43,36,69,84,112,152,208,323,548,761,1089,1172,1116,821,601,344,197,159,88,65,48,129,0.06184486373165619,0.06382483112042861,0.08863265781504776,0.26333566270673187,0.15245748893547637,0.4776380153738644
EHAM,2020-08-01T00:00:00Z,ARR,12275,386,32,29,24,30,47,71,84,99,159,229,372,535,1020,1435,1837,1845,1537,1076,621,310,178,101,66,46,105,0.04896130346232179,0.04358452138492871,0.08309572301425662,0.2665580448065173,0.12668024439918535,0.4421995926680245
EHAM,2020-09-01T00:00:00Z,ARR,11746,413,25,29,25,34,40,55,73,84,119,165,259,444,831,1369,1756,1942,1606,1060,622,278,144,112,81,44,136,0.03609739485782394,0.03780010216243828,0.0707474885067257,0.2660480163459901,0.10854759066916396,0.410693001872978
EHAM,2020-10-01T00:00:00Z,ARR,10330,361,33,24,37,43,35,54,71,98,136,198,323,588,938,1329,1586,1530,1138,762,419,246,115,66,48,22,130,0.05043562439496612,0.0569215876089061,0.09080348499515972,0.2821878025169409,0.14772507260406584,0.4803484995159729
EHAM,2020-11-01T00:00:00Z,ARR,7900,396,25,28,36,40,50,46,72,103,125,156,282,407,714,974,1014,1105,856,545,352,212,96,75,56,40,93,0.05544303797468354,0.05151898734177215,0.090379746835443045,0.25164556962025314,0.1418987341772152,0.4489873417721519
EHAM,2020-12-01T00:00:00Z,ARR,8487,506,44,43,54,56,74,112,109,148,214,297,467,689,940,1098,1054,907,656,392,235,128,69,65,24,30,74,0.09002003063508895,0.0811829857429009,0.1107576293154236,0.2535642747731825,0.1919406150583245,0.5355249204665959
EHAM,2021-01-01T00:00:00Z,ARR,7811,407,36,24,57,55,82,76,123,179,201,302,420,599,774,855,897,878,670,465,259,139,84,50,53,20,102,0.09243374727947766,0.07668672385097938,0.09909102547689155,0.22429906542056072,0.17577774932787096,0.4925105620279094
EHAM,2021-02-01T00:00:00Z,ARR,5743,613,22,46,32,46,47,65,72,110,126,181,237,351,455,532,629,594,511,354,250,144,91,60,40,29,103,0.07278425909803239,0.06111788263973533,0.07922688490336062,0.20215915026989376,0.14034476754309594,0.4152881769110221
EHAM,2021-03-01T00:00:00Z,ARR,6692,384,27,38,36,34,36,53,73,86,126,175,239,353,552,678,876,867,693,523,317,165,115,66,43,34,101,0.06186491332934847,0.0527495517035266,0.08248655110579797,0.23221757322175732,0.13523610280932458,0.4293185893604304
EHAM,2021-04-01T00:00:00Z,ARR,7434,338,28,29,31,42,46,63,94,93,124,210,279,409,606,818,997,1012,858,561,340,183,89,57,36,18,72,0.06577885391444714,0.05501748722087705,0.08151735270379339,0.2441485068603713,0.13653483992467044,0.4464622006994888
EHAM,2021-05-01T00:00:00Z,ARR,8535,391,38,21,37,33,48,60,92,103,152,205,281,494,770,1050,1232,1178,898,551,321,193,110,72,58,38,108,0.05694200351493848,0.05787932044522554,0.09021675454012888,0.267369654364382,0.14809607498535443,0.47240773286467486
EHAM,2021-06-01T00:00:00Z,ARR,10478,405,29,41,56,55,73,82,94,122,215,306,438,604,966,1281,1500,1414,1136,767,427,184,92,57,33,25,71,0.07100591715976332,0.05764458866195839,0.09219316663485398,0.26541324680282496,0.14983775529681237,0.4862569192594006
EHAM,2021-07-01T00:00:00Z,ARR,15437,641,59,77,105,96,117,162,219,297,416,581,858,1309,1851,2249,2202,1743,1112,652,310,147,77,35,28,24,70,0.09321759409211634,0.08479626870505927,0.11990671762648183,0.28833322536762324,0.2047029863315411,0.5862538057912807
EHAM,2021-08-01T00:00:00Z,ARR,16771,756,85,93,118,128,210,256,364,448,657,924,1293,1748,2252,2347,2032,1361,812,421,187,84,48,26,30,13,76,0.13219247510583745,0.10422753562697512,0.13427941088784212,0.2611054796970962,0.23850694651481724,0.6318049013177509
EHAM,2021-09-01T00:00:00Z,ARR,16171,665,59,70,96,115,139,182,269,351,465,703,1076,1577,2178,2464,2140,1580,912,514,243,119,82,36,24,24,84,0.11001174942798836,0.09752025230350628,0.1346855482035743,0.2847071918867108,0.2322058005070806,0.6269247418217797
EHAM,2021-10-01T00:00:00Z,ARR,16710,967,94,102,174,172,225,290,395,557,737,1017,1477,1959,2356,2194,1707,1031,540,297,154,81,45,22,14,17,82,0.1492519449431478,0.11723518850987431,0.1409934171154997,0.2334530221424297,0.25822860562537403,0.6409335727109515
EHAM,2021-11-01T00:00:00Z,ARR,15068,607,61,60,69,80,104,136,225,263,387,554,820,1243,1858,2380,2255,1781,1096,541,209,109,53,36,22,21,94,0.09118662065303956,0.08249269976108309,0.12330767188744358,0.3076055216352535,0.2058003716485267,0.6045925139368198
EHAM,2021-12-01T00:00:00Z,ARR,15887,843,85,107,136,162,211,264,367,424,648,854,1190,1561,2048,2078,1914,1355,808,367,184,80,53,39,19,19,70,0.12865865172782778,0.09825643607981369,0.12891042991124818,0.2512746270535658,0.22716686599106187,0.6071001447724554
LEMD,2019-01-01T00:00:00Z,ARR,16285,384,74,67,84,124,141,196,282,402,569,857,1228,1339,2168,2395,2226,1619,960,525,280,134,94,55,35,14,26,0.12803193122505374,0.08222290451335584,0.1331286459932453,0.28375805956401595,0.2153515505066012,0.6271415412956709
LEMD,2019-02-01T00:00:00Z,ARR,14954,361,77,63,89,133,165,205,277,359,467,771,1131,1227,1864,2221,2005,1538,875,451,274,149,106,63,46,13,16,0.1271900494850876,0.08205162498328207,0.12464892336498597,0.282599973251304,0.206700548348268,0.6164905710846597
LEMD,2019-03-01T00:00:00Z,ARR,16846,747,142,161,185,286,334,390,485,618,897,1170,1499,1412,1986,1995,1686,1177,668,391,224,128,85,60,41,20,30,0.1584352368514781,0.08381811706042977,0.117891487593494,0.21850884482963315,0.2017096046539238,0.578653686335035
LEMD,2019-04-01T00:00:00Z,ARR,17234,580,93,126,158,189,270,355,438,631,840,1189,1512,1585,2244,2287,2017,1210,653,348,178,131,58,46,29,20,33,0.15672507833352675,0.09196936288731578,0.1302077289079726,0.2497388882441685,0.2221770917952884,0.6286410583729837
LEMD,2019-05-01T00:00:00Z,ARR,18412,648,107,125,166,154,251,277,407,530,739,954,1427,1522,2284,2698,2503,1607,947,483,238,153,65,35,31,19,17,0.12931783619378667,0.08266348033890941,0.1240495329133174,0.2824788181620682,0.2067130132522268,0.6185096676080817
LEMD,2019-06-01T00:00:00Z,ARR,18748,988,146,186,262,297,393,490,712,903,1179,1523,1858,1740,2269,2121,1483,948,478,266,157,108,82,47,25,19,33,0.1803392361851931,0.09280989972263708,0.12102624279923192,0.1922338382760828,0.213836142521869,0.5864092169831449
LEMD,2019-07-01T00:00:00Z,ARR,19252,1121,178,211,273,346,402,508,667,821,1054,1345,1812,1589,2281,2286,1787,1117,603,311,192,122,80,34,28,17,37,0.1639829628090588,0.08253687928526907,0.11848119675877831,0.21156243507168088,0.20101807604404737,0.576563473924787
LEMD,2019-08-01T00:00:00Z,ARR,18327,863,122,195,236,251,328,434,555,750,946,1257,1660,1520,2214,2174,1887,1237,713,379,199,136,88,49,43,22,47,0.15916407486222514,0.08293774212909914,0.12080536912751678,0.2215856386751787,0.20374311125661593,0.5844928247940198
LEMD,2019-09-01T00:00:00Z,ARR,18414,878,151,156,173,238,275,384,540,682,894,1190,1630,1525,2250,2419,2028,1362,713,375,182,129,89,40,29,23,31,0.1531443466927338,0.08281742152709895,0.12218963831867058,0.2415010318236125,0.20500705984576953,0.5996524383621158
LEMD,2019-10-01T00:00:00Z,ARR,18407,508,73,121,158,210,230,319,446,627,840,1222,1538,1632,2368,2540,2197,1469,785,442,252,148,92,58,45,26,44,0.14994295648394632,0.08866192209485523,0.12864671049057425,0.25734774813929484,0.21730863258542943,0.6245993372086707
LEMD,2019-11-01T00:00:00Z,ARR,15878,397,75,83,111,145,186,282,409,557,812,1127,1528,1424,2078,2099,1831,1235,681,335,177,101,77,45,31,14,26,0.1672124952764832,0.08968383927446781,0.13087290590754502,0.24751228114372087,0.22055674518201285,0.635281521602217
LEMD,2019-12-01T00:00:00Z,ARR,16963,1180,189,175,288,300,364,456,554,728,888,1054,1316,1210,1801,1789,1682,1125,770,442,234,132,85,64,40,33,36,0.13971585214879442,0.07133172198313978,0.10617225726581384,0.20462182396981665,0.1775039792489536,0.5218416553675647
LEMD,2020-01-01T00:00:00Z,ARR,16471,429,68,88,111,105,161,248,295,386,587,787,1150,1259,2076,2235,2218,1719,1027,582,334,203,140,94,66,40,52,0.11760063141278612,0.07643737477991622,0.12603970615020338,0.2703539554368284,0.2024770809301196,0.5904316677797341
LEMD,2020-02-01T00:00:00Z,ARR,15487,536,97,94,134,163,201,253,308,377,559,756,1056,1106,1815,2166,1978,1574,954,489,293,183,116,88,70,42,74,0.11700135597597984,0.07141473493898108,0.11719506683024472,0.2675792600245367,0.18860980176922584,0.5731904177697423
LEMD,2020-03-01T00:00:00Z,ARR,9821,348,40,57,79,56,104,145,188,248,342,487,644,665,1033,1195,1207,1012,691,433,292,173,120,81,60,34,75,0.11516138886060484,0.06771204561653599,0.10518277161185216,0.24457794521942777,0.17289481722838815,0.5326341513084207
LEMD,2020-04-01T00:00:00Z,ARR,1164,92,3,4,11,10,18,10,14,29,37,47,36,44,77,80,90,109,116,94,78,52,32,20,16,13,30,0.07130584192439862,0.03780068728522336,0.0661512027491409,0.14604810996563575,0.10395189003436428,0.32130584192439865
LEMD,2020-05-01T00:00:00Z,ARR,1368,129,8,14,11,16,12,22,32,31,38,56,76,67,89,103,107,98,114,86,64,57,45,26,19,8,39,0.09649122807017543,0.0489766081871345,0.06505847953216375,0.15350877192982457,0.11403508771929824,0.36403508771929827
LEMD,2020-06-01T00:00:00Z,ARR,1772,74,9,13,19,19,23,27,29,51,68,91,112,96,169,164,162,166,121,123,80,52,27,24,14,10,28,0.11455981941309255,0.05417607223476298,0.095372460496614,0.18397291196388263,0.14954853273137697,0.44808126410835214
LEMD,2020-07-01T00:00:00Z,ARR,5213,135,17,21,23,29,55,62,94,130,160,194,253,272,460,605,753,724,564,327,166,70,32,22,8,6,27,0.08574717053520046,0.05217724918473048,0.08824093612123537,0.260502589679647,0.14041818530596586,0.4866679455208133
LEMD,2020-08-01T00:00:00Z,ARR,7496,113,15,16,30,35,32,46,69,79,96,167,236,346,617,929,1209,1267,986,578,322,135,71,34,18,16,30,0.05376200640341515,0.04615795090715048,0.08231056563500534,0.2852187833511206,0.12846851654215585,0.4674493062966916
LEMD,2020-09-01T00:00:00Z,ARR,6104,95,9,15,9,23,32,36,51,68,91,138,184,222,456,609,926,1013,858,591,287,154,107,54,23,16,34,0.05275229357798165,0.03636959370904325,0.07470511140235911,0.2514744429882045,0.11107470511140236,0.4153014416775885
LEMD,2020-10-01T00:00:00Z,ARR,5550,88,11,19,29,23,40,44,58,84,116,148,243,228,423,636,838,833,753,445,227,97,58,32,21,11,42,0.07045045045045045,0.04108108108108108,0.07621621621621621,0.2655855855855856,0.11729729729729728,0.4533333333333333
LEMD,2020-11-01T00:00:00Z,ARR,4874,83,15,9,16,14,34,37,44,68,90,169,187,257,415,585,706,756,540,376,202,99,55,42,20,14,38,0.07304062371768567,0.05272876487484612,0.08514567090685268,0.2648748461222815,0.1378744357816988,0.475789905621666
LEMD,2020-12-01T00:00:00Z,ARR,5918,125,20,29,27,33,58,71,88,145,170,244,317,362,576,727,828,762,500,320,204,114,59,40,26,17,51,0.09479553903345724,0.06116931395741804,0.09733017911456572,0.26275768840824604,0.15849949307198377,0.516052720513687
LEMD,2021-01-01T00:00:00Z,ARR,4962,442,40,52,58,61,90,94,126,125,162,218,248,262,413,485,572,497,361,239,142,81,50,25,29,16,68,0.09391374445787988,0.05280128980249899,0.08323256751309956,0.21301894397420396,0.13603385731559856,0.4429665457476824
LEMD,2021-02-01T00:00:00Z,ARR,4752,117,16,12,16,27,30,53,58,83,134,163,211,274,463,578,711,642,452,273,133,79,55,44,33,26,68,0.0787037037037037,0.05765993265993266,0.09743265993265993,0.27125420875420875,0.1550925925925926,0.5050505050505051
LEMD,2021-03-01T00:00:00Z,ARR,5536,93,12,16,21,26,41,49,62,89,130,175,259,316,514,712,830,776,575,346,192,131,58,37,24,19,30,0.07839595375722544,0.05708092485549133,0.09284682080924855,0.27854046242774566,0.14992774566473988,0.506864161849711
LEMD,2021-04-01T00:00:00Z,ARR,5960,96,9,24,18,28,33,49,58,82,122,180,256,299,549,761,942,873,662,395,206,117,71,38,23,16,48,0.07315436241610739,0.05016778523489933,0.09211409395973154,0.28573825503355704,0.14228187919463087,0.5011744966442953
LEMD,2021-05-01T00:00:00Z,ARR,6893,151,18,23,37,44,50,75,100,144,185,264,431,449,801,1019,1015,835,555,275,150,77,66,35,19,26,43,0.10082692586682142,0.06513854635137095,0.11620484549543014,0.29508196721311475,0.1813433918468011,0.5772522849267373
LEMD,2021-06-01T00:00:00Z,ARR,8666,188,33,47,59,58,91,102,142,213,296,439,571,616,986,1130,1305,1043,660,330,167,78,36,26,15,10,16,0.1165474267251327,0.07108239095315025,0.1137779829217632,0.2809831525501962,0.18486037387491344,0.5823909531502424
LEMD,2021-07-01T00:00:00Z,ARR,10966,258,41,50,83,105,107,161,235,302,422,604,852,815,1279,1438,1448,1184,785,392,196,87,42,31,21,10,14,0.13277402881634143,0.07432062739376254,0.11663322998358563,0.26317709283239105,0.19095385737734816,0.5869049790260806
LEMD,2021-08-01T00:00:00Z,ARR,11501,271,38,47,63,75,136,202,218,317,389,620,887,941,1397,1682,1607,1177,713,370,166,73,40,19,22,8,17,0.1310320841665942,0.08181897226328146,0.1214676984610034,0.28597513259716545,0.20328667072428488,0.6202938874880445
LEMD,2021-09-01T00:00:00Z,ARR,11356,264,56,52,69,79,117,148,207,288,419,631,852,953,1443,1623,1500,1168,721,366,165,89,63,29,24,7,12,0.1305917576611483,0.08392039450510744,0.1270693906305037,0.2750088059175766,0.21098978513561112,0.616590348714336
LEMD,2021-10-01T00:00:00Z,ARR,11614,299,44,55,64,73,119,180,234,312,398,586,913,856,1426,1610,1535,1218,726,372,214,135,71,44,41,27,55,0.1290683657654555,0.07370415016359566,0.12278284828655071,0.2707938694678836,0.1964869984501464,0.5963492336834855
LEMD,2021-11-01T00:00:00Z,ARR,11872,324,44,44,86,85,137,151,247,325,452,645,842,861,1337,1581,1519,1274,863,493,247,133,75,37,19,17,24,0.12525269541778974,0.07252358490566038,0.11261792452830188,0.2611185983827493,0.18514150943396224,0.5715128032345014
LEMD,2021-12-01T00:00:00Z,ARR,12514,335,61,70,92,111,137,205,260,355,442,646,894,906,1421,1578,1620,1312,885,511,283,141,67,59,31,27,51,0.12306217036918651,0.07239891321719674,0.11355282084065846,0.2555537797666613,0.1859517340578552,0.5645676841937031
LFPG,2019-01-01T00:00:00Z,ARR,19035,696,121,112,157,203,267,324,453,580,840,1117,1587,1741,2659,2762,2147,1442,790,431,217,117,100,48,28,25,55,0.14205411084843708,0.09146309429997374,0.13969004465458365,0.2578933543472551,0.2311531389545574,0.6311006041502495
LFPG,2019-02-01T00:00:00Z,ARR,17616,465,71,76,102,151,166,208,285,480,648,890,1324,1483,2535,2785,2322,1748,881,445,256,131,67,36,14,9,20,0.12568119891008175,0.08418483197093551,0.1439032697547684,0.28990690281562215,0.2280881017257039,0.6436762034514079
LFPG,2019-03-01T00:00:00Z,ARR,20039,698,90,141,147,216,245,301,464,672,808,1276,1785,1863,2760,2828,2338,1477,802,481,254,156,94,56,23,9,45,0.15275213333998702,0.09296871101352362,0.1377314237237387,0.2577972952742153,0.2307001347372623,0.6412495633514647
LFPG,2019-04-01T00:00:00Z,ARR,21412,823,146,173,198,274,313,398,549,733,1024,1360,2037,2046,3134,3016,2243,1354,772,358,174,106,52,38,25,7,39,0.1586493555015879,0.09555389501214272,0.1463665234447973,0.2456099383523258,0.24192041845694004,0.6461797123108537
LFPG,2019-05-01T00:00:00Z,ARR,21956,762,115,156,195,250,318,430,532,747,966,1428,1956,2167,3327,3183,2354,1465,754,388,194,116,46,29,17,9,33,0.1541264346875569,0.09869739478957916,0.15153033339406086,0.25218619056294406,0.25022772818364003,0.656540353434141
LFPG,2019-06-01T00:00:00Z,ARR,22154,1290,197,217,265,303,393,523,658,881,1114,1532,2022,2039,3066,2792,2033,1270,705,340,216,98,50,33,21,17,33,0.1604224970659926,0.0920375552947549,0.13839487225783154,0.21779362643314976,0.23043242755258644,0.6086485510517288
LFPG,2019-07-01T00:00:00Z,ARR,23522,1240,160,221,266,357,421,529,648,889,1118,1598,2093,2129,3318,2979,2170,1343,802,444,257,158,101,82,45,21,83,0.15691692883258226,0.09051101096845508,0.1410594337216223,0.21890145395799676,0.23157044469007737,0.6073888274806564
LFPG,2019-08-01T00:00:00Z,ARR,23589,1247,171,232,288,315,445,490,625,860,1177,1569,2119,2231,3353,3078,2319,1385,719,361,222,128,78,40,26,21,56,0.15634405867141463,0.09457798126245284,0.14214252405782357,0.2287930815210479,0.2367205053202764,0.621857645512739
LFPG,2019-09-01T00:00:00Z,ARR,22567,865,117,151,186,228,334,449,537,775,1018,1467,1997,2305,3391,3282,2291,1378,743,427,232,165,88,43,24,17,33,0.15349847121903665,0.102140293348695,0.15026365932556388,0.24695351619621572,0.25240395267425886,0.6528559400895112
LFPG,2019-10-01T00:00:00Z,ARR,22213,689,111,127,187,234,301,404,564,689,1087,1471,2174,2336,3462,3233,2182,1304,732,388,204,133,60,47,24,16,40,0.1640930986359339,0.1051636429118084,0.1558546796920722,0.2437761671093504,0.26101832260388064,0.668887588349165
LFPG,2019-11-01T00:00:00Z,ARR,19224,388,77,64,96,131,147,222,317,463,624,979,1478,1766,2934,3115,2597,1670,899,493,276,181,96,75,54,24,45,0.12780898876404495,0.09186433624635872,0.15262172284644196,0.29712858926342073,0.24448605909280063,0.6694236371202663
LFPG,2019-12-01T00:00:00Z,ARR,19483,903,128,164,187,239,320,430,502,681,918,1321,1843,1840,2717,2555,1867,1168,731,379,224,126,82,55,30,19,32,0.16239798798952934,0.09444130780680592,0.13945490940820202,0.2269670995226608,0.23389621721500797,0.6232613047271981
LFPG,2020-01-01T00:00:00Z,ARR,18930,522,71,84,130,155,218,279,390,547,772,1006,1529,1741,2774,2874,2445,1509,770,501,243,135,71,49,38,23,32,0.13391442155309033,0.0919704173269942,0.14653988378235605,0.28098256735340726,0.23851030110935023,0.6534072900158479
LFPG,2020-02-01T00:00:00Z,ARR,17931,511,86,107,127,165,199,305,430,537,764,1082,1555,1650,2696,2638,2047,1186,706,373,247,175,114,80,46,35,54,0.14706374435335454,0.09201940772963024,0.15035413529641403,0.26127934861413193,0.24237354302604427,0.6507166359935308
LFPG,2020-03-01T00:00:00Z,ARR,11877,347,52,46,66,67,87,120,139,214,352,454,677,834,1442,1853,1749,1363,775,467,284,164,106,66,47,25,75,0.095226067188684,0.07021975246274312,0.12141113075692515,0.3032752378546771,0.19163088321966823,0.5901321882630294
LFPG,2020-04-01T00:00:00Z,ARR,2124,123,14,12,18,28,33,30,31,45,49,94,109,133,198,231,267,208,153,123,80,46,27,20,10,7,29,0.0955743879472693,0.06261770244821092,0.093220338983050835,0.2344632768361582,0.15583804143126176,0.4858757062146893
LFPG,2020-05-01T00:00:00Z,ARR,2922,202,18,20,24,42,41,57,72,85,117,123,208,224,300,296,266,218,198,133,80,56,32,24,19,15,47,0.1132785763175907,0.07665982203969883,0.1026694045174538,0.19233401779603013,0.17932922655715264,0.48494182067077346
LFPG,2020-06-01T00:00:00Z,ARR,4944,186,19,29,16,39,41,59,95,119,151,218,343,390,569,622,554,462,338,211,135,116,70,42,30,18,70,0.11347087378640776,0.07888349514563107,0.11508899676375405,0.23786407766990292,0.19397249190938512,0.5453074433656958
LFPG,2020-07-01T00:00:00Z,ARR,9559,194,30,32,33,51,68,80,94,163,237,333,582,664,1343,1575,1502,1032,589,345,188,107,78,76,42,20,91,0.0957213097604352,0.06946333298462182,0.14049586776859505,0.3218955957736165,0.2099592007532169,0.6275761062872686
LFPG,2020-08-01T00:00:00Z,ARR,11555,233,27,37,41,45,65,98,112,134,239,300,540,627,1319,1901,2053,1550,999,473,290,153,102,63,41,14,93,0.07269580268282129,0.0542622241453916,0.11414971873647772,0.34218952834270877,0.1684119428818693,0.5832972739073994
